JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG._ASSAULT,B_AND_E,LARCENY_THEFT,M_V_THEFT,GRAND_TOTAL,PERCENT_CHANGE,VIOLENT_CRIME_TOTAL,VIOLENT_CRIME_PERCENT,VIOLENT_CRIME_PERCENT_CHANGE,PROPERTY_CRIME_TOTALS,PROPERTY_CRIME_PERCENT,PROPERTY_CRIME_PERCENT_CHANGE,"OVERALL_CRIME_RATE_PER_100,000_PEOPLE","OVERALL_PERCENT_CHANGE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","MURDER_PER_100,000_PEOPLE","RAPE_PER_100,000_PEOPLE","ROBBERY_PER_100,000_PEOPLE","AGG._ASSAULT_PER_100,000_PEOPLE","B_AND_E_PER_100,000_PEOPLE","LARCENY_THEFT_PER_100,000_PEOPLE","M_V_THEFT_PER_100,000_PEOPLE","MURDER__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","RAPE_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","ROBBERY_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","AGG._ASSAULT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","B_AND_E_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","LARCENY_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","M_V_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE",PERCENT_CHANGE_CALC,DIFFERENCE,CRIME_RATE,VIOLENT_RATIO
Charles County,2014,154633,2,23,148,373,507,2387,157,3597,-12.588092345078984,546,15.2,-7.1,3051,84.8,-13.5,2326.2,-14.0,353.1,-8.7,1973.1,-14.9,1.3,14.9,95.7,241.2,327.9,1543.7,101.5,-34.4,-5.8,-1.0,-11.4,-29.2,-10.8,-19.6,-12.588092345078984,-0.011907654921015975,0.02326152891038782,0.1517931609674729
Charles County,2015,156234,3,23,120,435,539,2200,207,3527,-1.9460661662496492,581,16.5,6.4,2946,83.5,-3.4,2257.5,-3.0,371.9,5.3,1885.6,-4.4,1.9,14.7,76.8,278.4,345.0,1408.1,132.5,48.5,-1.0,-19.7,15.4,5.2,-8.8,30.5,-1.9460661662496492,0.04606616624964932,0.022575111691437205,0.1647292316416218
Charles County,2016,157065,6,38,139,381,396,2018,167,3145,-10.830734335129,564,17.9,-2.9,2581,82.1,-12.4,2002.4,-11.3,359.1,-3.4,1643.3,-12.9,3.8,24.2,88.5,242.6,252.1,1284.8,106.3,98.9,64.3,15.2,-12.9,-26.9,-8.8,-19.8,-10.830734335129,0.030734335128999035,0.020023557126030624,0.1793322734499205
Charles County,2017,159441,8,39,126,367,408,2090,182,3220,2.38473767885532,540,16.8,-4.3,2680,83.2,3.8,2019.6,0.9,338.7,-5.7,1680.9,2.3,5.0,24.5,79.0,230.2,255.9,1310.8,114.1,31.3,1.1,-10.7,-5.1,1.5,2.0,7.4,2.38473767885532,0.015262321144680069,0.020195558231571552,0.16770186335403728
Charles County,2018,160284,11,48,121,471,244,2090,173,3158,-1.9254658385093215,651,20.6,20.6,2507,79.4,-6.5,1970.3,-2.4,406.2,19.9,1564.1,-6.9,6.9,29.9,75.5,293.9,152.2,1303.9,107.9,36.8,22.4,-4.5,27.7,-40.5,-0.5,-5.4,-1.9254658385093215,0.025465838509321603,0.01970252801277732,0.20614312856238126
Charles County,2019,162578,5,64,127,393,304,2067,162,3122,-1.1399620012666256,589,18.9,-9.5,2533,81.1,1.0,1920.3,-2.5,362.3,-10.8,1558.0,-0.4,3.1,39.4,78.1,241.7,187.0,1271.4,99.6,-55.2,31.5,3.5,-17.7,22.8,-2.5,-7.7,-1.1399620012666256,0.039962001266625524,0.01920309020900737,0.18866111467008329
Charles County,2020,164609,16,47,96,381,257,1669,203,2669,-14.509929532351062,540,20.2,-8.3,2129,79.8,-15.9,1621.4,-15.6,328.1,-9.5,1293.4,-17.0,9.7,28.6,58.3,231.5,156.1,1013.9,123.3,216.1,-27.5,-25.3,-4.2,-16.5,-20.3,23.8,-14.509929532351062,0.00992953235106242,0.016214180269608587,0.20232296740352193
Dorchester County,1975,28900,3,5,41,252,314,734,20,1369,,301,22.0,-8.3,1068,78.0,-15.9,4737.0,-15.6,1041.5,-9.5,3695.5,-17.0,10.4,17.3,141.9,872.0,1086.5,2539.8,69.2,216.1,-27.5,-25.3,-4.2,-16.5,-20.3,23.8,,,0.04737024221453287,0.21986851716581446
Dorchester County,1976,29929,4,3,27,215,301,757,25,1332,-2.7027027027026973,249,18.7,-17.3,1083,81.3,1.4,4450.5,-6.0,832.0,-20.1,3618.6,-2.1,13.4,10.0,90.2,718.4,1005.7,2529.3,83.5,28.7,-42.1,-36.4,-17.6,-7.4,-0.4,20.7,-2.7027027027026973,0.002702702702697124,0.04450532927929433,0.18693693693693694
Dorchester County,1977,29991,1,6,8,163,280,738,27,1223,-8.183183183183186,178,14.6,-28.5,1045,85.4,-3.5,4077.9,-8.4,593.5,-28.7,3484.4,-3.7,3.3,20.0,26.7,543.5,933.6,2460.7,90.0,-75.1,99.6,-70.4,-24.3,-7.2,-2.7,7.8,-8.183183183183186,-0.016816816816813684,0.0407789003367677,0.1455437448896157
Dorchester County,1978,30124,1,3,21,159,272,640,37,1133,-7.358953393295176,184,16.2,3.4,949,83.8,-9.2,3761.1,-7.8,610.8,2.9,3150.3,-9.6,3.3,10.0,69.7,527.8,902.9,2124.6,122.8,-0.4,-50.2,161.3,-2.9,-3.3,-13.7,36.4,-7.358953393295176,-0.04104660670482474,0.037611207011021115,0.1624007060900265
Dorchester County,1979,30647,5,9,18,113,311,807,42,1305,15.180935569285081,145,11.1,-21.2,1160,88.9,22.2,4258.2,13.2,473.1,-22.5,3785.0,20.1,16.3,29.4,58.7,368.7,1014.8,2633.2,137.0,391.5,194.9,-15.7,-30.1,12.4,23.9,11.6,15.180935569285081,0.019064430714918146,0.042581655626978174,0.1111111111111111
Dorchester County,1980,30549,6,6,15,142,347,842,53,1411,8.12260536398468,169,12.0,16.6,1242,88.0,7.1,4618.8,8.5,553.2,16.9,4065.6,7.4,19.6,19.6,49.1,464.8,1135.9,2756.2,173.5,20.4,-33.1,-16.4,26.1,11.9,4.7,26.6,8.12260536398468,-0.02260536398468105,0.04618809126321647,0.11977321048901489
Dorchester County,1981,31050,3,4,10,137,335,978,50,1517,7.512402551381991,154,10.2,-8.9,1363,89.8,9.7,4885.7,5.8,496.0,-10.3,4389.7,8.0,9.7,12.9,32.2,441.2,1078.9,3149.8,161.0,-50.8,-34.4,-34.4,-5.1,-5.0,14.3,-7.2,7.512402551381991,-0.012402551381991422,0.048856682769726247,0.1015161502966381
Dorchester County,1982,31079,3,4,22,135,366,914,46,1490,-1.7798286090969007,164,11.0,6.5,1326,89.0,-2.7,4794.2,-1.9,527.7,6.4,4266.5,-2.8,9.7,12.9,70.8,434.4,1177.6,2940.9,148.0,-0.1,-0.1,119.8,-1.6,9.2,-6.6,-8.1,-1.7798286090969007,-0.020171390903099384,0.047942340487145664,0.11006711409395974
Dorchester County,1983,31361,2,7,19,126,265,739,29,1187,-20.335570469798657,154,13.0,-6.1,1033,87.0,-22.1,3785.0,-21.1,491.1,-6.9,3293.9,-22.8,6.4,22.3,60.6,401.8,845.0,2356.4,92.5,-33.9,73.4,-14.4,-7.5,-28.2,-19.9,-37.5,-20.335570469798657,0.035570469798656745,0.03784955836867447,0.12973883740522324
Dorchester County,1984,30863,0,3,18,97,215,711,38,1082,-8.845829823083406,118,10.9,-23.4,964,89.1,-6.7,3505.8,-7.4,382.3,-22.1,3123.5,-5.2,0.0,9.7,58.3,314.3,696.6,2303.7,123.1,-100.0,-56.5,-3.7,-21.8,-17.6,-2.2,33.1,-8.845829823083406,0.04582982308340533,0.035058160256617954,0.10905730129390019
Dorchester County,1985,30194,2,6,29,132,258,784,30,1241,14.695009242144174,169,13.6,43.2,1072,86.4,11.2,4110.1,17.2,559.7,46.4,3550.4,13.7,6.6,19.9,96.0,437.2,854.5,2596.5,99.4,662.4,104.4,64.7,39.1,22.7,12.7,-19.3,14.695009242144174,0.004990757855825478,0.04110088096972909,0.1361804995970991
Dorchester County,1986,30693,2,13,30,133,342,766,44,1330,7.171635777598717,178,13.4,5.3,1152,86.6,7.5,4333.2,5.4,579.9,3.6,3753.3,5.7,6.5,42.4,97.7,433.3,1114.3,2495.7,143.4,-1.6,113.1,1.8,-0.9,30.4,-3.9,44.3,7.171635777598717,0.028364222401283,0.04333235591177141,0.13383458646616542
Dorchester County,1987,30380,4,10,36,154,349,744,46,1343,0.9774436090225658,204,15.2,14.6,1139,84.8,-1.1,4420.7,2.0,671.5,15.8,3749.2,-0.1,13.2,32.9,118.5,506.9,1148.8,2449.0,151.4,102.1,-22.3,21.2,17.0,3.1,-1.9,5.6,0.9774436090225658,0.022556390977434226,0.04420671494404213,0.1518987341772152
Dorchester County,1988,30621,1,10,36,159,384,774,47,1411,5.063291139240511,206,14.6,1.0,1205,85.4,5.8,4607.9,4.2,672.7,0.2,3935.2,5.0,3.3,32.7,117.6,519.3,1254.0,2527.7,153.5,-75.2,-0.8,-0.8,2.4,9.2,3.2,1.4,5.063291139240511,0.03670886075948854,0.046079487933117794,0.14599574769666904
Dorchester County,1989,30875,4,17,36,178,383,861,45,1524,8.008504606661937,235,15.4,14.1,1289,84.6,7.0,4936.0,7.1,761.1,13.1,4174.9,6.1,13.0,55.1,116.6,576.5,1240.5,2788.7,145.7,296.7,68.6,-0.8,11.0,-1.1,10.3,-5.0,8.008504606661937,-0.008504606661936975,0.049360323886639676,0.1541994750656168
Dorchester County,1990,30236,5,20,25,191,284,650,57,1232,-19.160104986876636,241,19.6,2.6,991,80.4,-23.1,4074.6,-17.5,797.1,4.7,3277.5,-21.5,16.5,66.1,82.7,631.7,939.3,2149.8,188.5,27.6,20.1,-29.1,9.6,-24.3,-22.9,29.3,-19.160104986876636,-0.0398950131233633,0.04074613044053446,0.1956168831168831
Dorchester County,1991,30732,1,11,27,185,305,746,45,1320,7.14285714285714,224,17.0,-7.1,1096,83.0,10.6,4295.2,5.4,728.9,-8.6,3566.3,8.8,3.3,35.8,87.9,602.0,992.5,2427.4,146.4,-80.3,-45.9,6.3,-4.7,5.7,12.9,-22.3,7.14285714285714,-0.04285714285714004,0.042951971885982036,0.1696969696969697
Dorchester County,1992,31034,0,15,26,176,333,815,54,1419,7.499999999999996,217,15.3,-3.1,1202,84.7,9.7,4572.4,6.5,699.2,-4.1,3873.2,8.6,0.0,48.3,83.8,567.1,1073.0,2626.2,174.0,-100.0,35.0,-4.6,-5.8,8.1,8.2,18.8,7.499999999999996,4.440892098500626e-15,0.04572404459624928,0.1529245947850599
Dorchester County,1993,30487,2,13,16,228,361,875,55,1550,9.231853417899938,259,16.7,19.4,1291,83.3,7.4,5084.1,11.2,849.5,21.5,4234.6,9.3,6.6,42.6,52.5,747.9,1184.1,2870.1,180.4,656.0,-11.8,-37.4,31.9,10.4,9.3,3.7,9.231853417899938,-0.03185341789993856,0.05084134221143438,0.16709677419354838
Dorchester County,1994,30737,0,8,23,167,329,834,47,1408,-9.16129032258064,198,14.1,-23.6,1210,85.9,-6.3,4580.8,-9.9,644.2,-24.2,3936.6,-7.0,0.0,26.0,74.8,543.3,1070.4,2713.3,152.9,-100.0,-39.0,42.6,-27.4,-9.6,-5.5,-15.2,-9.16129032258064,-0.03870967741935871,0.04580798386309659,0.140625
Dorchester County,1995,30640,2,19,41,198,255,743,68,1326,-5.823863636363635,260,19.6,31.3,1066,80.4,-11.9,4327.7,-5.5,848.6,31.7,3479.1,-11.6,6.5,62.0,133.8,646.2,832.2,2424.9,221.9,652.7,138.3,78.8,18.9,-22.2,-10.6,45.1,-5.823863636363635,0.023863636363635088,0.043276762402088775,0.19607843137254902
Dorchester County,1996,30820,0,15,32,154,305,873,74,1453,9.577677224736059,201,13.8,-22.7,1252,86.2,17.4,4714.5,8.9,652.2,-23.1,4062.3,16.8,0.0,48.7,103.8,499.7,989.6,2832.6,240.1,-100.0,-21.5,-22.4,-22.7,18.9,16.8,8.2,9.577677224736059,0.022322775263940997,0.047144711226476316,0.1383344803854095
Dorchester County,1997,30952,1,20,27,169,247,930,66,1460,0.4817618719889838,217,14.9,8.0,1243,85.1,-0.7,4717.0,0.1,701.1,7.5,4015.9,-1.1,3.2,64.6,87.2,546.0,798.0,3004.7,213.2,323.1,32.8,-16.0,9.3,-19.4,6.1,-11.2,0.4817618719889838,0.018238128011016208,0.04716981132075472,0.14863013698630137
Dorchester County,1998,30134,2,9,21,157,203,612,37,1041,-28.698630136986303,189,18.2,-12.9,852,81.8,-31.5,3454.6,-26.8,627.2,-10.5,2827.4,-29.6,6.6,29.9,69.7,521.0,673.7,2030.9,122.8,105.4,-53.8,-20.1,-4.6,-15.6,-32.4,-42.4,-28.698630136986303,-0.0013698630136964596,0.03454569589168381,0.18155619596541786
Dorchester County,1999,29715,5,7,30,157,271,645,53,1168,12.199807877041312,199,17.0,5.3,969,83.0,13.7,3930.7,13.8,669.7,6.8,3261.0,15.3,16.8,23.6,101.0,528.4,912.0,2170.6,178.4,153.5,-21.1,44.9,1.4,35.4,6.9,45.3,12.199807877041312,0.00019212295868697993,0.039306747433955916,0.1703767123287671
Dorchester County,2000,30674,0,8,17,157,233,747,43,1205,3.167808219178081,182,15.1,-8.5,1023,84.9,5.6,3928.4,-0.1,593.3,-11.4,3335.1,2.3,0.0,26.1,55.4,511.8,759.6,2435.3,140.2,-100.0,10.7,-45.1,-3.1,-16.7,12.2,-21.4,3.167808219178081,0.0321917808219192,0.03928408424072504,0.15103734439834024
